TBLID,GEOID,GEONAME,PROFTBL,PROFLN,TITLE,EST_19,EST_18,SIG90_19_18,EST_17,SIG90_19_17,EST_16,SIG90_19_16,EST_15,SIG90_19_15
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,6,"Male householder, no spouse/partner present",16.6%,15.9%,,13.6%,,12.9%,,13.5%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,7,With own children of the householder under 18 years,0.4%,0.0%,,0.6%,,0.9%,,0.7%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,8,Householder living alone,12.5%,11.1%,,10.9%,,8.8%,,9.3%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,9,65 years and over,3.7%,3.8%,,2.2%,,5.1%,,3.0%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,10,"Female householder, no spouse/partner present",47.9%,40.9%,*,47.3%,,47.1%,,47.7%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,11,With own children of the householder under 18 years,10.3%,9.8%,,9.9%,,13.0%,,12.8%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,12,Householder living alone,22.2%,16.3%,*,23.0%,,17.5%,*,19.8%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,13,65 years and over,13.7%,10.4%,,9.5%,*,12.3%,,10.2%,*
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,13.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,14,Households with one or more people under 18 years,21.2%,25.6%,,24.9%,,32.4%,*,29.4%,*
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,15,Households with one or more people 65 years and over,41.4%,39.0%,,35.1%,*,40.9%,,37.5%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,15.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,16,Average household size,2.43,2.56,,2.62,,2.63,,2.57,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,17,Average family size,3.18,3.14,,3.45,,3.13,,3.19,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,17.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,17.5,RELATIONSHIP,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,18,Population in households,"69,653","72,320",,"73,552",,"75,227",,"76,514",*
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,19,Householder,41.1%,39.1%,,38.1%,,38.1%,,39.0%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,20,Spouse,11.3%,12.1%,,10.9%,,12.1%,,11.9%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,21,Unmarried partner,3.1%,5.0%,*,4.1%,,3.1%,,3.2%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,22,Child,34.1%,32.6%,,35.7%,,36.0%,,33.3%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,23,Other relatives,8.6%,8.5%,,9.9%,,9.2%,,11.1%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,24,Other nonrelatives,1.8%,2.7%,,1.3%,,1.6%,,1.5%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,24.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,24.5,MARITAL STATUS,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,25,Males 15 years and over,"27,057","27,347",,"26,340",,"28,157",,"28,463",
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,26,Never married,49.4%,45.1%,,43.5%,,43.9%,,44.5%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,27,"Now married, except separated",32.0%,34.6%,,34.2%,,35.3%,,34.6%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,28,Separated,1.2%,3.5%,*,3.0%,,1.8%,,3.0%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,29,Widowed,2.5%,3.1%,,2.6%,,3.2%,,1.3%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,30,Divorced,14.9%,13.7%,,16.6%,,15.8%,,16.6%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,30.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,31,Females 15 years and over,"34,023","35,085",,"34,605",,"35,785",,"36,984",
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,32,Never married,35.9%,39.2%,,37.9%,,36.1%,,38.9%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,33,"Now married, except separated",24.5%,27.0%,,25.0%,,27.8%,,26.2%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,34,Separated,2.1%,3.1%,,3.9%,,2.1%,,2.0%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,35,Widowed,13.1%,10.0%,,13.2%,,14.8%,,11.2%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,36,Divorced,24.4%,20.7%,,20.1%,,19.2%,*,21.7%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,36.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,36.5,FERTILITY,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,37,Number of women 15 to 50 years old who had a birth in the past 12 months,N,N,,N,,N,,660,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,38,"Unmarried women (widowed, divorced, and never married)",N,N,,N,,N,,48.0%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,39,"Per 1,000 unmarried women",N,N,,N,,N,,20,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,40,"Per 1,000 women 15 to 50 years old",N,N,,N,,N,,34,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,41,"Per 1,000 women 15 to 19 years old",N,N,,N,,N,,15,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,42,"Per 1,000 women 20 to 34 years old",N,N,,N,,N,,62,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,43,"Per 1,000 women 35 to 50 years old",N,N,,N,,N,,18,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,43.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,43.5,GRANDPARENTS,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,44,Number of grandparents living with own grandchildren under 18 years,N,N,,N,,N,,"2,111",
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,45,Grandparents responsible for grandchildren,N,N,,N,,N,,66.3%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,45.9,Years responsible for grandchildren,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,46,Less than 1 year,N,N,,N,,N,,4.9%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,47,1 or 2 years,N,N,,N,,N,,15.9%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,48,3 or 4 years,N,N,,N,,N,,11.7%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,49,5 or more years,N,N,,N,,N,,33.8%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,49.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,50,Number of grandparents responsible for own grandchildren under 18 years,N,N,,N,,N,,"1,399",
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,51,Who are female,N,N,,N,,N,,71.9%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,52,Who are married,N,N,,N,,N,,50.3%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,52.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,52.5,SCHOOL ENROLLMENT,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,53,Population 3 years and over enrolled in school,"19,266","18,171",,"18,298",,"18,990",,"19,748",
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,54,"Nursery school, preschool",4.1%,4.2%,,4.2%,,6.0%,,6.4%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,55,Kindergarten,3.6%,2.7%,,3.2%,,2.4%,,3.0%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,56,Elementary school (grades 1-8),29.7%,37.8%,,43.1%,*,34.3%,,33.8%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,57,High school (grades 9-12),19.4%,14.7%,,17.6%,,22.5%,,22.5%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,58,College or graduate school,43.2%,40.6%,,31.8%,*,34.9%,,34.3%,*
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,58.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,58.5,EDUCATIONAL ATTAINMENT,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,59,Population 25 years and over,"51,042","53,195",,"51,899",,"53,244",,"53,717",
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,60,Less than 9th grade,8.3%,8.1%,,8.5%,,11.7%,,10.7%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,61,"9th to 12th grade, no diploma",5.1%,8.6%,*,5.7%,,7.1%,,6.6%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,62,High school graduate (includes equivalency),30.2%,25.6%,,27.4%,,28.1%,,26.7%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,63,"Some college, no degree",16.5%,15.4%,,15.6%,,15.0%,,15.9%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,64,Associate's degree,8.9%,9.4%,,11.0%,,9.0%,,9.2%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,65,Bachelor's degree,20.9%,22.7%,,22.1%,,21.2%,,20.8%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,66,Graduate or professional degree,10.1%,10.2%,,9.8%,,7.9%,,10.0%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,66.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,67,High school graduate or higher,86.6%,83.3%,,85.8%,,81.3%,*,82.7%,*
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,68,Bachelor's degree or higher,31.1%,32.9%,,31.9%,,29.0%,,30.8%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,68.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,68.5,VETERAN STATUS,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,69,Civilian population 18 years and over,"58,359","60,286",,"58,429",,"60,501",,"61,687",
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,70,Civilian veterans,3.7%,3.3%,,3.3%,,5.2%,,3.5%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,70.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,70.5,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,71,Total Civilian Noninstitutionalized Population,"69,935","72,500",,"73,623",,"75,266",,"76,668",*
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,72,With a disability,27.0%,27.2%,,23.3%,,23.4%,,26.0%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,72.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,73,Under 18 years,"11,601","12,370",,"15,243",*,"15,017",*,"15,321",*
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,74,With a disability,15.3%,12.3%,,13.3%,,9.5%,,10.8%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,74.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,75,18 to 64 years,"42,390","45,108",,"43,502",,"44,794",,"45,503",
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,76,With a disability,20.3%,21.6%,,18.0%,,18.2%,,22.0%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,76.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,77,65 years and over,"15,944","15,022",,"14,878",,"15,455",,"15,844",
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,78,With a disability,53.2%,56.3%,,48.8%,,51.7%,,52.1%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,78.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,78.5,RESIDENCE 1 YEAR AGO,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,79,Population 1 year and over,"69,655","72,540",,"73,056",,"74,925",,"76,701",*
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,80,Same house,85.3%,87.9%,,86.8%,,87.6%,,89.2%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,81,Different house in Puerto Rico or the U.S.,14.6%,12.1%,,13.2%,,12.3%,,10.6%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,82,In Puerto Rico,13.6%,11.5%,,12.3%,,12.3%,,9.8%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,83,Same municipio,8.0%,7.9%,,8.3%,,10.2%,,7.3%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,84,Different municipio,5.6%,3.7%,,4.0%,,2.1%,*,2.5%,*
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,85,In the United States,1.0%,0.5%,,1.0%,,0.1%,*,0.8%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,86,Elsewhere,0.1%,0.1%,,0.0%,,0.1%,,0.2%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,86.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,86.5,PLACE OF BIRTH,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,87,Total population,"69,960","72,704",,"73,819",,"75,619",,"77,008",*
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,88,Native,97.2%,98.4%,,97.6%,,97.8%,,97.9%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,89,Born in Puerto Rico or the United States,96.9%,98.3%,,96.7%,,97.1%,,97.3%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,90,In Puerto Rico,92.4%,93.8%,,91.1%,,91.1%,,93.4%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,91,In the United States,4.6%,4.4%,,5.6%,,6.0%,,3.9%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,92,"Born in U.S. Island Areas, or born abroad of American parents",0.2%,0.1%,,0.9%,,0.7%,,0.6%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,93,Foreign born,2.8%,1.6%,,2.4%,,2.2%,,2.1%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,93.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,93.5,U.S. CITIZENSHIP STATUS,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,94,Foreign-born population,"1,978","1,156",,"1,794",,"1,675",,"1,640",
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,95,Naturalized U.S. citizen,63.9%,54.2%,,38.8%,,58.1%,,20.1%,*
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,96,Not a U.S. citizen,36.1%,45.8%,,61.2%,,41.9%,,79.9%,*
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,96.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,96.5,YEAR OF ENTRY,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,97,Population born outside Puerto Rico,N,N,,N,,"6,747",,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,97.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,98,Native,N,N,,N,,"5,072",,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,99,Entered 2010 or later,N,N,,N,,6.6%,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,100,Entered before 2010,N,N,,N,,93.4%,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,100.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,101,Foreign born,N,N,,N,,"1,675",,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,102,Entered 2010 or later,N,N,,N,,15.7%,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,103,Entered before 2010,N,N,,N,,84.3%,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,103.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,103.5,WORLD REGION OF BIRTH OF FOREIGN BORN,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,104,"Foreign-born population, excluding population born at sea",N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,105,Europe,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,106,Asia,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,107,Africa,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,108,Oceania,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,109,Latin America,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,110,Northern America,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,110.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,110.5,LANGUAGE SPOKEN AT HOME,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,111,Population 5 years and over,N,"70,089",,"70,549",,"71,784",,"73,797",
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,112,English only,N,6.0%,,9.2%,,7.0%,,8.5%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,113,Language other than English,N,94.0%,,90.8%,,93.0%,,91.5%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,114,"Speak English less than ""very well""",N,75.3%,,73.5%,,77.3%,,77.3%,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,115,Spanish,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,116,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,117,Other Indo-European languages,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,118,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,119,Asian and Pacific Islander languages,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,120,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,121,Other languages,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,122,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,122.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,122.5,ANCESTRY,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,123,Total population,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,124,American,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,125,Arab,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,126,Czech,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,127,Danish,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,128,Dutch,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,129,English,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,130,French (except Basque),N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,131,French Canadian,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,132,German,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,133,Greek,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,134,Hungarian,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,135,Irish,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,136,Italian,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,137,Lithuanian,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,138,Norwegian,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,139,Polish,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,140,Portuguese,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,141,Russian,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,142,Scotch-Irish,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,143,Scottish,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,144,Slovak,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,145,Subsaharan African,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,146,Swedish,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,147,Swiss,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,148,Ukrainian,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,149,Welsh,N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,150,West Indian (excluding Hispanic origin groups),N,N,,N,,N,,N,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,150.3,,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,150.5,COMPUTERS AND INTERNET USE,,,,,,,,,
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,151,Total households,"28,623","28,243",,"28,031",,"28,651",,(X),
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,152,With a computer,79.3%,77.8%,,79.3%,,72.7%,*,(X),
CP02PR,16000US7210334,"Caguas zona urbana, Puerto Rico",1,153,With a broadband Internet subscription,78.2%,74.3%,,74.3%,,63.8%,*,(X),
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,0,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,0.5,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,0.8,HOUSEHOLDS BY TYPE,,,,,,,,,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,1,Total households,"54,004","56,133",,"57,566",*,"57,784",*,"56,613",
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,2,Married-couple family,27.1%,34.6%,*,28.1%,,31.2%,,33.9%,*
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,3,With own children of the householder under 18 years,5.6%,8.7%,*,7.1%,,9.5%,*,10.0%,*
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,4,Cohabiting couple household,9.2%,9.3%,,11.5%,,9.0%,,7.0%,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,5,With own children of the householder under 18 years,2.1%,3.7%,,5.1%,*,5.3%,*,3.3%,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,6,"Male householder, no spouse/partner present",18.9%,14.1%,*,17.3%,,15.0%,*,15.5%,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,7,With own children of the householder under 18 years,0.3%,0.5%,,1.2%,,0.6%,,0.3%,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,8,Householder living alone,12.2%,10.5%,,12.4%,,10.5%,,11.9%,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,9,65 years and over,3.7%,3.8%,,3.4%,,3.1%,,2.7%,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,10,"Female householder, no spouse/partner present",44.8%,42.0%,,43.2%,,44.9%,,43.5%,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,11,With own children of the householder under 18 years,11.5%,10.3%,,8.0%,*,11.1%,,10.8%,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,12,Householder living alone,19.7%,18.9%,,20.2%,,18.8%,,17.5%,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,13,65 years and over,12.1%,11.1%,,10.9%,,8.5%,*,10.3%,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,13.3,,,,,,,,,,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,14,Households with one or more people under 18 years,23.9%,26.2%,,26.1%,,30.9%,*,28.7%,*
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,15,Households with one or more people 65 years and over,40.5%,39.8%,,37.5%,*,37.6%,*,37.6%,*
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,15.3,,,,,,,,,,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,16,Average household size,2.47,2.37,,2.35,,2.45,,2.50,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,17,Average family size,3.15,2.92,,2.95,,2.96,,3.10,
CP02PR,16000US7214290,"Carolina zona urbana, Puerto Rico",1,17.3,,,,,,,,,,
